id,userId,rating
6846342,2000,4.0
6851156,2000,4.0
6851892,2000,4.0
6852249,2000,5.0
6852794,2000,5.0
6853645,2000,4.0
6854110,2000,5.0
6857550,2000,4.0
6858425,2000,4.0
6858927,2000,4.0
